Date,Open,High,Low,Close,Adj Close,Volume
2013-05-27,23.021885,23.110270,22.723064,22.769360,22.596561,30435800
2013-06-03,22.668350,22.680977,21.393097,21.654041,21.489708,142065700
2013-06-10,21.801348,22.470539,21.313131,21.586700,21.422878,123714100
2013-06-17,21.843435,22.302189,21.148991,21.519360,21.356049,119422300
2013-06-24,21.393097,22.070707,21.081650,21.767677,21.602482,126682400
2013-07-01,21.969696,22.680977,21.898148,22.664141,22.492140,61413900
2013-07-08,22.845118,24.019360,22.462122,24.006735,23.824545,91350700
2013-07-15,23.998316,24.200336,21.936028,21.965488,21.798792,221842800
2013-07-22,22.062290,22.083334,21.430977,21.990740,21.823851,154327800
2013-07-29,21.927608,22.201178,21.632998,22.112795,21.944979,94216700
2013-08-05,22.150673,22.676767,22.024410,22.445286,22.274946,82672800
2013-08-12,22.201178,22.946129,21.750841,22.272728,22.103699,103871600
2013-08-19,22.196970,22.424242,21.384680,21.738216,21.573244,103055300
2013-08-26,21.746634,21.940235,20.883839,21.039562,20.879890,106373300
2013-09-02,21.287878,22.407408,21.077440,22.234848,22.066107,86637600
2013-09-09,22.213804,22.984007,21.927608,22.651516,22.479612,97163400
2013-09-16,22.929293,23.253366,22.491583,23.127104,22.951591,107928600
2013-09-23,23.152357,23.947811,22.735691,23.476431,23.298267,101052200
2013-09-30,23.261784,23.674242,22.933502,23.392256,23.214731,77843700
2013-10-07,23.106060,23.329124,21.927608,22.882998,22.709337,98053400
2013-10-14,22.773569,23.063972,21.140572,21.969696,21.802965,235840800
2013-10-21,22.066498,22.272728,21.485691,21.734007,21.569065,140890000
2013-10-28,21.801348,22.521044,21.658249,21.860270,21.694370,120907500
2013-11-04,21.881313,22.664141,21.262627,22.306396,22.137112,153902600
2013-11-11,22.150673,22.508417,21.868687,22.138046,21.970039,110225100
2013-11-18,22.024410,22.175926,20.984848,21.182659,21.021902,210526100
2013-11-25,21.346802,21.359428,20.227272,21.262627,21.101263,191524000
2013-12-02,21.973906,22.340067,21.258417,21.889730,21.723608,176053700
2013-12-09,21.885521,22.011784,21.544613,21.696129,21.531475,97742100
2013-12-16,21.986532,23.063972,21.700336,22.971380,22.797049,163777900
2013-12-23,23.021885,23.282827,22.605219,22.803030,22.629976,85387300
2013-12-30,22.916666,23.148148,22.386364,22.415825,22.245708,76145800
2014-01-06,22.053871,22.567341,21.510942,21.952862,21.786259,179612300
2014-01-13,21.936028,22.794613,21.797138,22.390572,22.220648,189480200
2014-01-20,22.727272,23.526936,22.521044,22.882998,22.709337,327425900
2014-01-27,22.643097,22.857744,21.906565,22.390572,22.220648,192262200
2014-02-03,22.365320,23.038721,21.902357,22.975590,22.801226,165051500
2014-02-10,22.925085,23.127104,22.487373,23.051348,22.876410,128978600
2014-02-17,23.085016,23.371212,22.941919,22.975590,22.801226,89857200
2014-02-24,23.190235,25.126263,23.097643,24.734848,24.547134,203804400
2014-03-03,24.360270,25.105219,24.179293,24.856903,24.668262,121476500
2014-03-10,24.659090,24.806396,23.741583,23.880472,23.699242,118323900
2014-03-17,24.368687,24.482323,23.838385,23.973064,23.791132,97362800
2014-03-24,23.994108,24.204546,22.824074,23.228115,23.051834,101687600
2014-03-31,23.434343,23.674242,22.672560,22.727272,22.554794,123038900
2014-04-07,22.744108,23.552189,22.247475,22.500000,22.329247,210343000
2014-04-14,22.622053,23.219696,22.272728,23.135521,22.959944,89021600
2014-04-21,23.131313,23.409090,22.495790,22.609428,22.437843,88825600
2014-04-28,22.777779,23.005051,21.414141,21.889730,21.723608,192820200
2014-05-05,21.801348,22.032827,20.946970,21.271044,21.109617,172521600
2014-05-12,21.430977,22.087542,21.317341,21.864479,21.698547,160602700
2014-05-19,21.780304,22.079124,21.170034,21.893940,21.727785,122889600
2014-05-26,22.015993,22.020203,20.963804,21.351009,21.188974,145738400
2014-06-02,21.329966,21.439394,20.833334,20.917509,20.758764,133892300
2014-06-09,20.669191,20.930134,20.260942,20.639730,20.483093,228422600
2014-06-16,20.589226,20.959597,20.513468,20.765993,20.608398,133192400
2014-06-23,20.820707,21.119528,20.484007,21.077440,20.917480,116641400
2014-06-30,21.123737,21.498316,20.959597,21.439394,21.276688,79278900
2014-07-07,21.435184,21.813972,20.934343,21.675085,21.510592,121025600
2014-07-14,21.569866,21.818182,21.254210,21.666666,21.502235,159808800
2014-07-21,21.578283,22.516834,21.481482,22.201178,22.032690,146683100
2014-07-28,22.268518,22.550505,21.944445,22.108585,21.940802,130390700
2014-08-04,22.058081,22.832491,21.986532,22.765152,22.592386,127312000
2014-08-11,22.824074,22.912458,22.095959,22.154882,21.986748,122466900
