Date,Open,High,Low,Close,Adj Close,Volume
2009-06-01,100.949997,101.730003,99.769997,99.900002,79.873070,7889700
2009-06-08,100.169998,100.769997,99.309998,100.230003,80.430000,7120700
2009-06-15,100.540001,100.690002,99.339996,100.169998,80.381813,5558000
2009-06-22,100.290001,101.250000,99.910004,100.889999,80.959618,5290400
2009-06-29,100.919998,101.750000,100.680000,100.790001,80.879372,3572800
2009-07-06,100.349998,101.230003,99.860001,100.650002,81.077332,3651300
2009-07-13,100.779999,100.779999,99.870003,100.470001,80.932358,4605000
2009-07-20,100.389999,101.489998,100.349998,100.570000,81.012856,4543500
2009-07-27,100.199997,101.500000,99.980003,101.339996,81.633156,5444300
2009-08-03,100.459999,100.800003,99.620003,100.080002,80.618187,6924200
2009-08-10,100.250000,101.099998,100.000000,100.540001,81.333015,5240900
2009-08-17,100.930000,102.470001,100.650002,101.830002,82.376587,6553200
2009-08-24,101.650002,102.400002,101.510002,101.849998,82.392761,5445700
2009-08-31,101.849998,102.019997,100.500000,101.250000,81.907394,4713000
2009-09-07,101.839996,102.620003,101.360001,102.250000,83.471016,4755600
2009-09-14,102.260002,102.459999,101.699997,101.940002,83.217911,7518700
2009-09-21,101.989998,102.449997,101.589996,102.339996,83.544464,7248600
2009-09-28,102.510002,103.739998,102.169998,102.919998,84.017921,6741900
2009-10-05,103.169998,103.629997,102.519997,102.790001,83.950172,5803300
2009-10-12,102.830002,103.629997,102.529999,103.580002,84.595383,5457900
2009-10-19,103.639999,104.790001,103.089996,103.190002,84.276871,5987000
2009-10-26,102.919998,104.199997,102.559998,104.010002,84.946556,6612200
2009-11-02,103.839996,104.349998,103.449997,104.320000,85.199760,5539300
2009-11-09,104.720001,105.239998,103.870003,104.610001,85.718437,5205800
2009-11-16,104.949997,106.019997,104.860001,105.660004,86.578842,5028000
2009-11-23,105.540001,106.540001,105.430000,106.510002,87.275337,3627000
2009-11-30,106.370003,106.580002,104.750000,104.860001,85.923317,5789700
2009-12-07,104.879997,105.339996,103.790001,104.220001,85.565910,5390600
2009-12-14,104.419998,105.320000,104.339996,105.040001,86.239082,5609300
2009-12-21,104.809998,104.860001,103.779999,103.779999,85.204666,4683100
2009-12-28,103.699997,104.059998,103.330002,103.900002,85.303162,4353200
2010-01-04,103.989998,104.820000,103.779999,104.620003,86.092636,8404100
2010-01-11,104.620003,105.160004,104.300003,105.010002,86.413536,6087700
2010-01-18,104.919998,105.400002,104.769997,105.190002,86.561668,4511200
2010-01-25,105.029999,105.500000,104.739998,105.489998,86.808540,5647400
2010-02-01,105.160004,105.470001,104.900002,105.089996,86.479385,6178200
2010-02-08,104.949997,105.089996,103.849998,104.010002,85.759720,5662400
2010-02-15,103.900002,104.470001,103.410004,103.839996,85.619583,4580500
2010-02-22,103.779999,104.089996,103.489998,103.910004,85.677269,7092900
2010-03-01,103.989998,104.269997,103.650002,103.839996,85.619583,5617900
2010-03-08,103.790001,104.330002,103.680000,104.209999,85.927963,4751300
2010-03-15,104.209999,104.830002,104.000000,104.180000,85.903221,3975300
2010-03-22,104.330002,104.489998,103.070000,103.489998,85.334244,6110300
2010-03-29,103.480003,103.910004,103.110001,103.440002,85.293045,4517900
2010-04-05,102.809998,104.040001,102.290001,103.860001,86.005219,6643500
2010-04-12,104.019997,104.830002,103.959999,104.650002,86.659401,4250300
2010-04-19,104.620003,105.099998,104.339996,104.680000,86.684258,4211100
2010-04-26,104.919998,106.150002,104.599998,106.059998,87.827011,5320200
2010-05-03,105.779999,107.660004,105.610001,106.169998,87.918152,8388800
2010-05-10,105.480003,106.879997,105.449997,106.599998,88.410057,4691000
2010-05-17,106.580002,106.940002,105.099998,106.160004,88.045135,7204200
2010-05-24,106.150002,106.309998,105.370003,106.099998,87.995392,3976800
2010-05-31,105.769997,106.000000,105.099998,105.970001,87.887581,4558700
2010-06-07,105.839996,106.120003,105.070000,105.730003,88.137894,3757300
2010-06-14,105.339996,106.500000,105.150002,106.250000,88.571411,3377700
2010-06-21,105.820000,106.730003,105.750000,106.650002,88.904884,3166200
2010-06-28,106.839996,107.010002,105.769997,105.820000,88.212967,3064000
2010-07-05,105.699997,105.980003,105.230003,105.739998,88.378593,2225300
2010-07-12,105.860001,106.300003,105.510002,105.730003,88.370163,2441000
2010-07-19,105.610001,106.110001,105.250000,105.620003,88.278221,2611900
2010-07-26,105.550003,106.480003,105.410004,106.370003,88.905121,3130300
2010-08-02,106.099998,107.250000,106.059998,107.059998,89.481819,4366900
2010-08-09,106.809998,107.800003,106.760002,107.230003,89.785980,4042200
2010-08-16,107.599998,107.790001,107.089996,107.160004,89.727371,3262500
2010-08-23,107.080002,108.190002,106.790001,107.459999,89.978554,4082500
2010-08-30,107.680000,108.309998,107.129997,107.379997,89.911568,4105900
2010-09-06,107.809998,108.050003,107.300003,107.529999,90.062164,2915700
2010-09-13,107.540001,108.419998,107.320000,107.389999,89.944870,3385000
2010-09-20,107.620003,109.910004,107.480003,108.709999,91.050438,3508900
2010-09-27,108.760002,109.959999,108.580002,109.220001,91.477592,4276200
2010-10-04,109.279999,111.779999,109.070000,111.540001,93.536522,4492400
2010-10-11,111.540001,112.500000,111.050003,111.500000,93.502983,3965200
2010-10-18,111.739998,112.050003,111.250000,111.809998,93.762932,2829300
2010-10-25,112.180000,112.279999,110.750000,111.620003,93.603584,4048100
2010-11-01,111.800003,112.480003,111.199997,111.500000,93.502983,3788400
2010-11-08,111.660004,111.849998,109.900002,110.010002,92.464722,4060900
2010-11-15,109.599998,109.639999,108.180000,109.339996,91.901527,5197300
2010-11-22,109.849998,110.279999,109.019997,109.500000,92.036018,2262900
2010-11-29,109.800003,110.080002,108.379997,108.540001,91.229156,4293400
2010-12-06,108.639999,109.080002,106.139999,106.190002,89.400139,6430800
2010-12-13,106.220001,107.529999,105.480003,107.330002,90.359886,6211000
2010-12-20,107.410004,107.650002,107.000000,107.019997,90.098892,2803400
2010-12-27,107.089996,107.519997,106.019997,107.519997,90.519836,2428100
2011-01-03,106.970001,107.970001,106.699997,107.580002,90.792999,4943800
2011-01-10,107.730003,108.339996,107.510002,107.760002,90.944893,3313300
2011-01-17,107.599998,108.150002,106.750000,107.000000,90.303535,3025400
2011-01-24,107.070000,107.629997,106.809998,107.510002,90.733917,3330500
2011-01-31,107.400002,107.709999,105.739998,105.830002,89.316048,4484900
2011-02-07,105.709999,105.910004,104.900002,105.449997,89.131287,4674600
2011-02-14,105.379997,106.459999,105.309998,106.459999,89.984985,3951800
2011-02-21,106.919998,108.440002,106.870003,108.440002,91.658569,3026000
2011-02-28,108.440002,108.690002,107.699997,108.610001,91.802238,4177800
2011-03-07,108.349998,109.440002,108.120003,109.180000,92.518456,4292700
2011-03-14,109.120003,110.500000,109.120003,110.230003,93.408234,4741200
2011-03-21,110.019997,110.050003,108.809998,108.900002,92.281166,4213700
2011-03-28,108.879997,109.470001,108.309998,108.860001,92.247299,3851800
2011-04-04,109.160004,109.500000,108.459999,108.980003,92.843964,3708900
2011-04-11,109.040001,110.349998,108.889999,110.349998,94.011131,3861200
2011-04-18,110.279999,110.830002,110.000000,110.190002,93.874847,2707000
2011-04-25,110.410004,111.309998,110.160004,111.160004,94.701187,4002600
2011-05-02,110.680000,111.389999,110.449997,110.940002,94.513779,3850100
2011-05-09,111.070000,111.180000,110.120003,110.370003,94.533340,4779000
2011-05-16,110.610001,110.660004,109.870003,110.099998,94.302063,3927000
2011-05-23,110.180000,111.150002,110.080002,111.150002,95.201385,3175500
2011-05-30,110.879997,111.209999,110.019997,110.370003,94.533340,4275400
