Date,Open,High,Low,Close,Adj Close,Volume
2014-05-26,null,null,null,null,null,null
2014-06-02,74.919998,76.769997,74.559998,76.089996,60.854813,21755400
2014-06-09,76.169998,76.339996,73.650002,74.410004,59.511181,11551200
2014-06-16,74.349998,75.660004,73.699997,75.620003,60.478916,12009200
2014-06-23,75.589996,75.910004,74.230003,75.019997,59.999039,16531000
2014-06-30,75.070000,75.440002,74.309998,74.629997,60.243095,12963700
2014-07-07,74.510002,75.699997,74.510002,75.540001,60.977665,14184800
2014-07-14,75.720001,76.580002,75.400002,76.559998,61.801022,11991600
2014-07-21,76.360001,76.879997,76.000000,76.029999,61.373192,13895200
2014-07-28,76.150002,76.760002,74.720001,74.720001,60.315742,13761400
2014-08-04,74.919998,75.410004,74.000000,74.919998,60.477173,12230900
2014-08-11,75.120003,76.720001,75.000000,76.230003,61.534653,10657800
2014-08-18,76.410004,77.839996,76.410004,76.750000,61.954411,11588200
2014-08-25,77.129997,77.199997,76.309998,77.180000,62.301517,9552700
2014-09-01,77.050003,77.949997,76.860001,77.919998,62.898865,8928900
2014-09-08,77.860001,78.080002,73.449997,73.860001,59.621521,18053500
2014-09-15,73.830002,74.849998,73.239998,73.639999,59.443932,18023900
2014-09-22,73.550003,73.599998,71.089996,72.309998,58.370323,21521300
2014-09-29,71.879997,72.419998,71.320000,72.239998,58.855888,21896800
2014-10-06,72.430000,74.400002,71.849998,73.489998,59.874294,20207400
2014-10-13,73.800003,75.260002,73.489998,74.669998,60.835663,23227100
2014-10-20,74.800003,77.449997,74.690002,77.050003,62.774727,18817200
2014-10-27,77.010002,79.050003,76.849998,78.989998,64.355301,18042800
2014-11-03,79.029999,80.180000,78.550003,78.930000,64.306419,16842600
2014-11-10,78.750000,79.639999,78.290001,78.449997,63.915337,15104700
2014-11-17,78.349998,79.379997,78.059998,79.180000,64.510101,14325500
2014-11-24,79.339996,81.440002,79.290001,80.570000,65.642555,12561400
2014-12-01,80.500000,81.110001,79.860001,80.589996,65.658829,20496800
2014-12-08,80.449997,82.379997,80.220001,80.830002,65.854385,16940400
2014-12-15,81.279999,82.440002,79.169998,82.029999,66.832062,31758700
2014-12-22,81.150002,82.629997,81.110001,82.000000,66.807617,12618900
2014-12-29,81.900002,83.089996,80.919998,82.220001,67.899864,16146700
2015-01-05,82.000000,85.519997,81.750000,85.129997,70.303032,30470400
2015-01-12,85.339996,87.449997,85.150002,87.339996,72.128120,26961600
2015-01-19,87.730003,88.349998,86.180000,87.879997,72.574066,17309600
2015-01-26,88.000000,89.269997,86.540001,86.550003,71.475739,18350700
2015-02-02,86.529999,87.790001,84.690002,85.199997,70.360847,24718700
2015-02-09,85.120003,85.940002,83.849998,85.059998,70.245216,22374900
2015-02-16,85.000000,85.860001,83.610001,84.610001,69.873619,22301000
